wreck_id,strauss_id,name,parker_number,country,sea_area,region_db,latitude,longitude,date_start,date_end,cargo_types,provenance,destination,region
8683,0,La Jaume-Garde B,531,France,Western Mediterranean,Var,42.96607,6.16762,-200.0,-140.0,,,,western_med
8684,0,Saintes-Maries-de-la-mer 27,,France,Western Mediterranean,Bouches-du-Rhône,43.44082,4.45289,-50.0,100.0,Iron ingots and bars.,,,western_med
8686,0,Elba,,Italy,,"Elba, Tuscany",42.68381,10.27839,25.0,75.0,amphorae,Baetica,Rome,western_med
8687,0,Perelli,,Italy,,Tuscany,42.94221,10.64781,1.0,25.0,amphorae; Ceramics?,,,western_med
8688,0,Isole di Ponza,,Italy,,Naples,0.0,0.0,1.0,300.0,amphorae,,,western_med
8689,0,Bocca Grande,,Italy,,"Capri, Campania",40.53607,14.18644,-100.0,100.0,amphorae,,,western_med
8690,0,Bocca Piccola 1,,Italy,,"Capri, Campania",40.56359,14.27999,1.0,150.0,amphorae,,,western_med
8691,0,Punta dell'Arcera,,Italy,,Capri,40.561,14.19871,300.0,450.0,amphorae,,,western_med
8692,0,Pigne (Salerno),,Italy,,Capri,0.0,0.0,1000.0,1500.0,amphorae; marble; marble:Over a hundred marble closed pine cones.; Glazed ceramic vessels,,,western_med
8693,0,Ischia,,Italy,,Campania,40.72571,13.96164,-300.0,300.0,,,,western_med
8694,0,Gallipoli 1,,Italy,,Puglia,39.97683,17.94204,1.0,400.0,amphorae,,,western_med
8695,0,Gallipoli 2,,Italy,,Puglia,39.88416,18.07388,-300.0,-200.0,amphorae,,,western_med
8696,0,Gallipoli 3,,Italy,,Puglia,39.88416,18.07388,-300.0,-200.0,amphorae,,,western_med
8697,0,Punta Penna,,Italy,,Brindisi,0.0,0.0,200.0,400.0,,,,western_med
8698,0,Torre Santa Sabina 2,,Italy,,Brindisi,40.75993,17.70652,-300.0,300.0,,,,western_med
8699,0,Margherita di Savoia,,Italy,,Puglia,41.39405,16.20758,-500.0,-300.0,,,,western_med
8700,0,Ancona 1,,Italy,,Marche,43.81418,13.60656,-200.0,-50.0,amphorae,Aegean,,western_med
8701,0,Ancona 2,,Italy,,Marche,43.81418,13.60656,-200.0,-175.0,amphorae,,,western_med
8702,0,Ancona 3,,Italy,,Marche,43.81418,13.60656,-300.0,-100.0,amphorae,,,western_med
8703,0,Caorle,,Italy,Adriatic,Veneto,45.49646,12.95288,-125.0,-75.0,amphorae,,,adriatic
8704,0,Lazzaretto B,,Italy,,Sardinia,40.57937,8.24798,100.0,200.0,,,,western_med
8705,0,Ottiolu,,Italy,,Sardinia,40.73808,9.715,1.0,100.0,"amphorae; marble; columns; marble:Finished grey, fine-grained marble slabs, possibly from Luna.",,,western_med
8706,0,La Speranza,,Italy,,Sardinia,40.369,8.37707,1.0,50.0,amphorae; Concretions of iron items?,Baetica,,western_med
8707,0,Cala Reale,,Italy,,Sardinia,41.05779,8.29502,380.0,400.0,amphorae; A shipment of glass paste tesserae accompanied the main cargo of amphorae.,Spain,,western_med
8708,0,Cala Barca,,Italy,,Sardinia (Isola Piana),0.0,0.0,,,,,,western_med
8709,0,L'Asinara 2,,Italy,,Sardinia,41.01377,8.77361,300.0,500.0,amphorae; A large concretion of minerals or metals.,Lusitania,,western_med
8710,0,Olbia Late Roman 1,,Italy,,Sardinia,40.91148,9.50738,425.0,475.0,,,,western_med
8711,0,Cala del Falco 1,,Italy,,Sardinia,40.65536,8.18344,200.0,300.0,amphorae; In the late '70s a 4m long lead bar was still visible .,Baetica,,western_med
8712,0,Teulada,,Italy,,Sardinia,38.89684,8.7482,75.0,125.0,amphorae,,,western_med
8713,0,Trapani,,Italy,,Sicily,37.94629,12.48664,200.0,300.0,amphorae,,,western_med
8714,0,Porto Racolomo,,Italy,,Sicily,0.0,0.0,,,,,,western_med
8715,0,Caucana,,Italy,,Sicily,36.78529,14.51396,700.0,800.0,,,,western_med
8716,0,Capo Scalambri-Malta,,Italy,,Sicily,0.0,0.0,,,,,,western_med
8717,0,Capo Feto,,Italy,,Sicily,37.65552,12.53694,-500.0,-300.0,,,,western_med
8718,0,Porto Palo di Menfi,,Italy,,Sicily,37.57434,12.91082,-200.0,-100.0,amphorae,,,western_med
8719,0,Santa Croce Camerina,,Italy,,Sicily,0.0,0.0,,,,,,western_med
8720,0,Egadi,,Italy,,Sicily,0.0,0.0,,,,,,western_med
8721,0,Secche della Circe,,Italy,,Sicily,36.70441,14.92389,400.0,499.0,amphorae,,,western_med
8722,0,Cala Minnola,,Italy,,Sicily,37.99504,12.35309,-100.0,-50.0,amphorae,,,western_med
8723,0,Sciacca,,Italy,,"Agrigento, Sicily",37.49603,13.08025,-100.0,0.0,,,,western_med
8724,0,Olbia Roman Imperial,,Italy,,Sardinia,40.91148,9.50738,60.0,70.0,amphorae; Oil lamps and glassware.,,,western_med
8725,0,Capo Galera,,Italy,,Sardinia,40.569,8.24592,1100.0,1300.0,"amphorae; Glazed pottery - bowls, plates and casseroles",,,western_med
8726,0,Les Aresquiers 3,,France,Western Mediterranean,Languedoc-Roussillon,0.0,0.0,-150.0,-100.0,amphorae,,,western_med
8727,0,Les Mouettes,,France,Western Mediterranean,Languedoc-Roussillon,43.41648,3.74719,150.0,200.0,"amphorae; Tiles, copper ingots and lead ingots some of which are stamped M AURELI; a bronze tripod",,,western_med
8728,0,Les Lingots,,France,Western Mediterranean,Languedoc-Roussillon,0.0,0.0,,,,,,western_med
8729,0,Les Aresquiers 2,,France,Western Mediterranean,Languedoc-Roussillon,43.37983,3.83148,200.0,450.0,amphorae,,,western_med
8730,0,Les Pierres,,France,Western Mediterranean,Languedoc-Roussillon,43.51741,3.96606,-100.0,400.0,"75 blocks of stone from Bois des Lens, north-west of Nimes, including 7 columns and capitals. The blocks were still lying in alignment and were rectangular; the dimensions varied between 0.7 0.75 x 0.6m and 2.85 x 0.6 x0.7m. This type of stone was popular for its similar look to marble.",,,western_med
8731,0,Plage Beauregard,,France,Western Mediterranean,Languedoc-Roussillon,43.48617,3.87474,1.0,100.0,amphorae,,,western_med
8733,0,Conque des Salins,,France,Western Mediterranean,Languedoc-Roussillon,43.41489,3.61312,-210.0,-85.0,,,,western_med
8734,0,Redoute Bear 1,,France,Western Mediterranean,Languedoc-Roussillon,42.52436,3.11595,-125.0,-50.0,amphorae,,,western_med
8737,0,Les Tambours,,France,Western Mediterranean,Languedoc-Roussillon,43.34508,3.6399,-150.0,400.0,"columns; marble:Sixteen drums measuring between 0.5 and 0.8m high with traces of inscriptions, possibly from Les Lens",,,western_med
8739,0,Bonnieu 5,,France,Western Mediterranean,Bouches-du-Rhône,43.34655,5.02341,,,marble; blocks; marble:Three rows of 57 finished limestone blocks,,,western_med
8740,0,Baie de l'Amitie/Les Battuts 2,,France,Western Mediterranean,Languedoc-Roussillon,0.0,0.0,1.0,100.0,,,,western_med
8741,0,Les Battuts,,France,Western Mediterranean,Languedoc-Roussillon,0.0,0.0,,,,,,western_med
8742,0,Les Riches Dunes 4,,France,Western Mediterranean,Languedoc-Roussillon,43.33053,3.61656,-50.0,-1.0,"amphorae; Two bronze statues: the first is of a young naked child, 65cm high, possibly Eros, datable to C1st BC- AD. The second is also of a child, in a short tunic, 80cm high and very well preserved, datable to the same era. They are both probablly from Campania and may have belonged to an Italian moving to Gaul (?). A mosaic  emblema measuring 48 x 49cm representing the judgement of Marsyas on a base of travertine.",,,western_med
8743,0,La Fangade,,France,Western Mediterranean,Languedoc-Roussillon,0.0,0.0,,,,,,western_med
8745,0,Est Brescou,,France,Western Mediterranean,Languedoc-Roussillon,0.0,0.0,-150.0,-30.0,amphorae,,,western_med
8747,0,Marine de Tollare,,France,Western Mediterranean,Corsica,43.00775,9.40283,-50.0,100.0,amphorae,,,western_med
8749,0,Calanque de Conca,,France,Western Mediterranean,Corsica,41.57326,8.787,-50.0,100.0,amphorae; A large amount of fragments of jugs.,,,western_med
8750,0,Marina di Fiori,,France,Western Mediterranean,Corsica,41.60847,9.29044,50.0,100.0,"amphorae; A secondary cargo of blocks of minerals, never found on a wreck before. Some are of clay and are stamped M.ACILI and VENU",Tarraconensis,Rome,western_med
8751,0,Ratino 2,,France,Western Mediterranean,Corsica,41.37316,9.24568,-100.0,200.0,amphorae,,,western_med
8752,0,Bugho I,,France,Western Mediterranean,Corsica,42.9878,9.46369,-100.0,-50.0,amphorae,,,western_med
8753,0,Martinska,,Croatia,Adriatic,central Dalmatia,43.73333,15.86666,100.0,300.0,amphorae,,,adriatic
8754,0,Erbalunga,,France,Western Mediterranean,Corsica,42.77251,9.47673,300.0,400.0,32kg of medium and small-sized coins dated to the end of the reign of Constantine I and the end of the C4th AD. The amphora was a Byzantine Keay XXV.,,,western_med
8755,0,Pointe Cacalu,,France,Western Mediterranean,Corsica,41.73682,8.65516,-100.0,-1.0,amphorae; Oil lamps including Dressel-Lamboglia type 3 classic.,Campania,,western_med
8756,0,Porto Pollo 1,,France,Western Mediterranean,Corsica,41.70744,8.79687,550.0,600.0,amphorae; Small iron ingots.,,,western_med
8757,0,Les Moines 1,,France,Western Mediterranean,Corsica,41.46284,8.91909,1275.0,1325.0,"Some decorated fragments of Arabic ceramics and tableware, some from Pisa",,,western_med
8758,0,Les Moines 2,,France,Western Mediterranean,Corsica,41.46284,8.91909,-75.0,-25.0,amphorae,,,western_med
8759,0,Olmeto,,France,Western Mediterranean,Corsica,41.69443,8.84459,1.0,100.0,amphorae,,,western_med
8760,0,Cavallo 4,,France,Western Mediterranean,Corsica,41.36672,9.25186,1300.0,1500.0,,,,western_med
8761,0,Bonnieu 3,,France,Western Mediterranean,Bouches-du-Rhône,43.34655,5.02341,-450.0,-425.0,amphorae; Millstones from Marseilles.,Marseilles,,western_med
8762,0,Saintes-Maries-de-la-Mer 3,,France,Western Mediterranean,Bouches-du-Rhône,43.4359,4.37908,1.0,100.0,Concretions of iron bars.,,,western_med
8763,0,Saintes-Maries-de-la-Mer 6,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-50.0,-1.0,"Iron ingots and bars, some stamped. Apiece of Campanian pottery was found in one of the concretions dating the wreck to the second half of the C1st BC",,,western_med
8765,0,Saintes-Maries-de-la-Mer 8,,France,Western Mediterranean,Bouches-du-Rhône,43.4383,4.43315,1.0,50.0,amphorae; Twenty concretions of iron ingots,,,western_med
8766,0,Saintes-Maries-de-la-Mer 10,,France,Western Mediterranean,Bouches-du-Rhône,43.43817,4.37599,1.0,300.0,A concretion 8m long of iron ingots with illegible stamps.,,,western_med
8767,0,Saintes-Maries-de-la-Mer 14,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-100.0,-1.0,amphorae,,,western_med
8768,0,Plage d'Arles 5,,France,Western Mediterranean,Bouches-du-Rhône,43.10887,4.79003,60.0,80.0,"Sigillata from La Graufesenque, some stamped, that dates the wreck to the period of Claudius/Vespasian.","Narbonne, France",Rome?,western_med
8769,0,Plage d'Arles 8,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-30.0,20.0,amphorae,Baetica,,western_med
8770,0,Anse Saint-Gervais,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,260.0,400.0,,,,western_med
8771,0,Sud Caveaux 1,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-50.0,-1.0,amphorae; Ceramics found at the far end of the wreck,Baetica,,western_med
8772,0,Les Battuts 4,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-100.0,-1.0,"amphorae; A three-beaked bronze lamp, very rare.",,,western_med
8773,0,Saintes-Maries-de-la-Mer 26,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-200.0,-1.0,,,,western_med
8774,0,Jarre-Ecueil de Miet 4,,France,Western Mediterranean,Bouches-du-Rhône,43.1971,5.3572,-125.0,-75.0,amphorae,,,western_med
8775,0,Calanque Devenson 1,,France,Western Mediterranean,Bouches-du-Rhône,43.16649,5.4705,-100.0,-1.0,amphorae,,,western_med
8776,0,Port Miou C,,France,Western Mediterranean,Bouches-du-Rhône,43.18408,5.53299,-130.0,-50.0,amphorae,,,western_med
8777,0,Calanque Devenson 2,,France,Western Mediterranean,Bouches-du-Rhône,43.16649,5.4705,1.0,100.0,amphorae,Baetica,,western_med
8778,0,Bec Sormiou,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-100.0,-1.0,amphorae,,,western_med
8779,0,Calanque d'En Vau 2,,France,Western Mediterranean,Bouches-du-Rhône,43.18752,5.50552,1.0,100.0,Tegulae and imbrices,,,western_med
8780,0,Nord-ouest Cassidaigne,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,1.0,100.0,amphorae,,,western_med
8781,0,Pointe de Vaisseau,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-25.0,100.0,amphorae,,,western_med
8782,0,Pointe de la Voile,,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-130.0,-75.0,amphorae; Campanian B ware form L5a,,,western_med
8783,0,Saintes-Maries-de-la-Mer 19,,France,Western Mediterranean,Bouches-du-Rhône,43.42536,4.29908,200.0,300.0,amphorae,,,western_med
8784,0,Sud Gracieuse,,France,Western Mediterranean,Bouches-du-Rhône,43.20464,4.86694,-200.0,-175.0,amphorae,,,western_med
8785,0,Saintes-Maries-de-la-Mer 4,,France,Western Mediterranean,Bouches-du-Rhône,43.44082,4.45289,1.0,100.0,"A large number of bronze objects - tableware, furniture pieces, jewellery and a statuette possibly of Mercury. Bronze scales, measuring 26cm and engraved with numbers I-VII on one side, with hooks decorated as ducks' heads; a few other bronze decoration fragments including part of a 'simplum' and a hinged bronze lid decorated with a dolphin.",,,western_med
8787,0,Saintes-Maries-de-la-Mer 24,,France,Western Mediterranean,Bouches-du-Rhône,43.43739,4.37255,25.0,75.0,Large iron bars weighing between 23 and 33kg,,,western_med
8790,0,Cavalaire 1,,France,Western Mediterranean,Var,43.17418,6.53823,1450.0,1500.0,"A huge amount of weapons - at least 8 cannons, projectile weapons, crossbow parts, lance tips",,,western_med
8791,0,Balise de Rabiou,,France,Western Mediterranean,Var,43.27988,6.68071,40.0,100.0,amphorae,,,western_med
8792,0,Chretienne M,,France,Western Mediterranean,Var,43.42222,6.87366,,,,,,western_med
8793,0,Barthelemy B,,France,Western Mediterranean,Var,0.0,0.0,25.0,50.0,Tegulae and imbrices from Frejus cf Dramont G and Roches d'Aurelle wrecks.,,,western_med
8794,0,Lardier 4,,France,Western Mediterranean,Var,43.15631,6.6208,50.0,75.0,Nine rows of tegulae in 2 layers and imbrices in the residual spaces. A large amount of pottery typical of the lower Argens valley (Rivet form 17),Argens,"Cavalaire, South of France",western_med
8795,0,Baie de Sanary,,France,Western Mediterranean,Var,0.0,0.0,,,,,,western_med
8797,0,Grand Rouveau 2,,France,Western Mediterranean,Var,43.08267,5.76842,-140.0,400.0,"amphorae; Tiles, between 100 and 300 imbrices and probably as many tegulae.",,,western_med
8798,0,La Palud 2,,France,Western Mediterranean,Var,43.01398,6.38726,-520.0,-475.0,,,,western_med
8799,0,La Plage d'Argent 1,,France,Western Mediterranean,Var,43.00707,6.19028,-150.0,-100.0,amphorae,,,western_med
8801,0,Baie du Brusc,,France,Western Mediterranean,Var,0.0,0.0,,,,,,western_med
8802,0,Marinieres I,,France,Western Mediterranean,Alpes-Maritimes,43.70459,7.31646,1400.0,1500.0,,,,western_med
8803,0,Pabuç Burnu,,Turkey,Aegean,Marmaris Peninsula,36.97341,27.56195,-575.0,-550.0,"amphorae; blocks; A heavy concentration of grape seeds in the lower region of the site suggests that the ship also carried a bulk cargo of grapes or raisins, perhaps packed in sacks or baskets, which did not survive underwater.",Southeast Aegean,,eastern_med
8805,0,Marina Grande di Bacoli,,Italy,,Campania,40.80325,14.08361,-50.0,100.0,amphorae; Numerous fragments of unidentified pottery.,,,western_med
8806,0,Golfo di Pozzuoli (Le Crastole),,Italy,,Campania,40.82027,14.1164,1.0,300.0,amphorae,,,western_med
8807,0,Bocca Piccola 2,,Italy,,Capri,40.56359,14.27999,50.0,150.0,amphorae,,,western_med
8808,0,Golfo di Pozzuoli,,Italy,,Campania,40.81468,14.11983,200.0,500.0,amphorae,,,western_med
8809,0,Li Galli - Vetara,,Italy,,Campania,40.58051,14.36428,-100.0,100.0,amphorae; marble; columns,,,western_med
8810,0,Punta Licosa 2,,Italy,,Campania,40.25368,14.90192,-100.0,100.0,marble; blocks; marble:About 15-20  blocks with dimensions varying from 50 to 100cm which have clearly been squared,,,western_med
8811,0,Capo Palinuro - Punta della Quaglia,,Italy,,Campania,40.02649,15.24078,-150.0,400.0,,,,western_med
8812,0,Punta di Zambrone,,Italy,,Calabria,38.72,15.97789,-100.0,40.0,amphorae,,,western_med
8813,0,Capo d'Armi,,Italy,,Calabria,37.95864,15.66942,-40.0,100.0,amphorae,,,western_med
8814,0,Capo Bianco,,Italy,,Calabria,38.89676,17.10434,350.0,500.0,"amphorae; marble; columns; blocks; marble:Blocks of heterogeneous dimensions and drums of columns, distributed in a chaotic manner among the rocks. One of the larger blocks had been worked to create a semi-column on one of the long sides. The marble is of 3 different types.",,,western_med
8815,0,Capo Donato,,Italy,,Calabria,0.0,0.0,1.0,300.0,"Cooking ware, generally of an open-form type.",,,western_med
8816,0,Seleno,,Italy,,Calabria,38.89716,17.02056,-150.0,-25.0,,,,western_med
8817,0,"Capo Colonna, Cicala",,Italy,,Calabria,39.02978,17.20047,200.0,300.0,"marble; columns; blocks; marble:Blocks of considerable dimensions, 6-7m in length, including 2 coumn drums with a diameter of c70cm and a length of 4-5m. The blocks laid as headers and sitting on their long sides are stacked without any particular order and are mostly parallelepiped or cubed in form and all are semi-worked and carved.",,,western_med
8818,0,Cantafora B,,Italy,,Calabria,39.00657,17.18261,200.0,225.0,"amphorae; marble; columns; blocks; marble:An accumulation of semi-worked blocks distributed in a disorderly manner and slightly overlying one another. Several of the column drums, with a diameter of 70cm, are already prepared with the hole for fixing the the column cut in the centre of the circumference.",,,western_med
8819,0,La Tonnara,,Italy,,Calabria,0.0,0.0,-100.0,50.0,amphorae,,,western_med
8820,0,Torre Melissa - Villaggio Sirio,,Italy,,Calabria,39.30421,17.11326,-125.0,0.0,amphorae,,,western_med
8822,0,Nardo,,Italy,,Puglia,40.15102,17.92419,-200.0,-50.0,amphorae,,,western_med
8823,0,Santa Caterina di Nardo 2,,Italy,,Puglia,40.13633,17.95166,-400.0,-200.0,amphorae; Cooking ware.,,,western_med
8824,0,Torre Sinfono,,Italy,,Puglia,39.90945,18.04092,-100.0,-1.0,amphorae,,,western_med
8825,0,Cala Palombara,,Italy,,Puglia,40.14829,18.49823,-100.0,0.0,amphorae,,,western_med
8826,0,Mucurune,,Italy,,Puglia,40.06689,18.48793,-200.0,-50.0,amphorae,,,western_med
8827,0,Torre Chianca (Lecce),,Italy,,Puglia,40.46039,18.21807,175.0,400.0,amphorae,,,western_med
8828,0,Torre Testa - Porto di Brindisi,,Italy,,Puglia,40.68831,17.88368,-200.0,-50.0,amphorae,,,western_med
8829,0,Isole Pedagne Grandi,,Italy,,Puglia,40.60026,18.04779,-25.0,25.0,amphorae; marble; columns; marble:Various broken pieces of an unidentified column.,,,western_med
8830,0,Atlit D,,Israel,Eastern Mediterranean,,0.0,0.0,1000.0,1450.0,amphorae,,,eastern_med
8831,0,Atlit E,,Israel,Eastern Mediterranean,,0.0,0.0,1000.0,1450.0,Scrap metal,,,eastern_med
8832,0,Carmel Beach A,,Israel,Eastern Mediterranean,,0.0,0.0,380.0,390.0,amphorae,,,eastern_med
8833,0,Carmel Beach B,,Israel,Eastern Mediterranean,,0.0,0.0,300.0,400.0,,,,eastern_med
8834,0,Dor A,,Israel,Eastern Mediterranean,,0.0,0.0,600.0,640.0,,,,eastern_med
8835,0,Dor D,,Israel,Eastern Mediterranean,Dor,0.0,0.0,550.0,600.0,amphorae,Cyprus,Palestine,eastern_med
8836,0,Dor E,,Israel,Eastern Mediterranean,,0.0,0.0,500.0,700.0,,,,eastern_med
8837,0,Dor F,,Israel,Eastern Mediterranean,,0.0,0.0,600.0,640.0,,,,eastern_med
8838,0,Dor G,,Israel,Eastern Mediterranean,,0.0,0.0,600.0,640.0,amphorae,,,eastern_med
8839,0,Dor O,,Israel,Eastern Mediterranean,,0.0,0.0,553.0,645.0,,,,eastern_med
8840,0,Dor M,,Israel,Eastern Mediterranean,,0.0,0.0,500.0,600.0,,,,eastern_med
8841,0,Ginosar B,,Israel,Eastern Mediterranean,,0.0,0.0,1000.0,1450.0,,,,eastern_med
8842,0,Givat Olgar,,Israel,Eastern Mediterranean,,0.0,0.0,500.0,700.0,amphorae,,,eastern_med
8843,0,Hahotrim C,,Israel,Eastern Mediterranean,,0.0,0.0,400.0,1450.0,"marble; columns; blocks; marble:'Masonry', capitals and columns",,,eastern_med
8844,0,Sdot Yam C,,Israel,Eastern Mediterranean,,0.0,0.0,400.0,600.0,amphorae,,,eastern_med
8845,0,Sdot Yam D,,,,,0.0,0.0,300.0,350.0,amphorae,,,eastern_med
8846,0,Sdot Yam E,,Israel,Eastern Mediterranean,,0.0,0.0,400.0,1450.0,marble; columns; marble:Bowls and columns,,,eastern_med
8847,0,Ashkelon,,Israel,Eastern Mediterranean,,0.0,0.0,400.0,1450.0,marble; columns; marble:'Masonry' columns and drums.,,,eastern_med
8848,0,Tantura F,,Israel,Eastern Mediterranean,,0.0,0.0,700.0,750.0,"amphorae; About 30 ceramic vessels, some containing fish remains, and a juglet. A large amount of fish bones, carobs and olive stones were also found on the site.",,,eastern_med
8850,0,Tantura Trench VIII,,Israel,Eastern Mediterranean,,0.0,0.0,680.0,850.0,,,,eastern_med
8851,0,Tantura E ? Trench IX,,Israel,Eastern Mediterranean,,0.0,0.0,553.0,645.0,"amphorae; Two ashlar blocks are retained in their original alignment, directly inboard of the transverse timber. Maybe cargo, alternatively they may have served as ballast.",,,eastern_med
8852,0,Dor 2001/1,,Israel,Eastern Mediterranean,,0.0,0.0,480.0,530.0,"amphorae; Almost all of the hull remains were covered by about 100 building stones made of local kurkar (coarse calcerous sandstone) stacked in 2 layers of 3 to 7 rows.The stones are approximately the same size, 57 x 28 x 18cm.",,,eastern_med
8854,0,Dor south-east,,Israel,Eastern Mediterranean,Dor,0.0,0.0,659.0,700.0,"Two piles of kurklar (ashlar) stones measuring 24 x 25 x 60cm, some of which have a rectangular slot. Metal artefacts.",,,eastern_med
8855,0,Ashkelon North Roman,,Israel,Eastern Mediterranean,,0.0,0.0,1.0,200.0,"Bronzes: 3 figurines, a nude female (20cm, Aphrodite?), a naked bearded man (10cm, a Satyr?)  and a small zoomorphic  figure (1.9cm, monkey?). Other bronzes: a bell (12cm), a weight in the shape of a cardium shell, 2 decorative pieces, a lid of a vessel that bears 2 busts in relief and a lead mace head.",,,eastern_med
8856,0,Herzliya Beach,,Israel,Eastern Mediterranean,,0.0,0.0,1.0,400.0,"amphorae; A cargo of unfinished donkey millstones made of basalt - 6 conical lower stones (0.8 x 0.85 m, 395kg) and 5 biconical upper stones (0.6 x 0.57m, 250kg) - were scattered along the flat rocky seabed.",Northern Levant,"Israel, Egypt?",eastern_med
8857,0,Çamalti Burnu 1,,Turkey,,Marmara,40.64299,27.52349,1204.0,1280.0,amphorae; Other types of storage jars and two or three dozen broken anchors destined to be repaired or used as scrap iron,Ganos,,eastern_med
8858,0,Cape Qefalit,,Albania,,,0.0,0.0,-520.0,-480.0,amphorae,,,adriatic
8859,0,Bozburun Julio-Claudian,,Turkey,,Marmaris Peninsula,36.62199,28.17031,-50.0,50.0,amphorae,Rhodes,,eastern_med
8860,0,Bozburun Late Antiquity anchor,,Turkey,,Marmaris Peninsula,36.63246,28.16276,500.0,600.0,amphorae,Eastern Mediterranean,,eastern_med
8861,0,Comlek Burun,,Turkey,,Bozburun/Bodrum area,0.0,0.0,1000.0,1200.0,amphorae,,,eastern_med
8862,0,Bozburun Late Republican,,Turkey,,Marmaris Peninsula,36.66606,28.2122,-150.0,-100.0,amphorae,,,eastern_med
8863,0,Levanzo I,,Italy - Sicily,,Egadi islands,0.0,0.0,300.0,400.0,"amphorae; Numerous tubi fitilli (vaulting tubes), at least 100 of which were visible on the surface. Shape and sizes are consistent, c. 13.5 x 5.5 cm but  they are crudely formed and produced from poor-quality clay.",North Africa,,western_med
8864,0,Mazotos,,Cyprus,,Larnaca,0.0,0.0,-350.0,-350.0,amphorae,Chios,,eastern_med
8865,0,Montalto di Castro,,Italy,,Lazio,42.33811,11.50405,-200.0,-100.0,amphorae,,,western_med
8866,0,Lerici,,Italy,,Liguria,44.07559,9.90623,1.0,200.0,marble; columns; marble:A cargo of columns.,,,western_med
8867,0,Santo Stefano al Mare,,Italy,,Liguria,43.83025,7.91118,-10.0,10.0,amphorae,Campania,,western_med
8868,0,Marciano Marina,,Italy,,"Elba, Tuscany",42.81692,10.19943,1.0,100.0,amphorae,,,western_med
8869,0,Sant'Andrea A,,Italy,,"Elba, Tuscany",42.80997,10.14038,-50.0,-50.0,,,,western_med
8870,0,Sant'Andrea B,,Italy,,"Elba, Tuscany",42.81174,10.1378,-100.0,-100.0,amphorae,,,western_med
8871,0,Punta La Cera,,Italy,,"Elba, Tuscany",0.0,0.0,180.0,400.0,amphorae,,,western_med
8872,0,Porto Palo di Capo Passero,,Italy,,"Syracuse, Sicily",36.66922,15.16525,-400.0,-200.0,amphorae,,,western_med
8873,0,Gela B,,Italy,,Sicily,37.04304,14.25441,-475.0,-425.0,,,,western_med
8874,0,Capo Linaro,,Italy,,Latium,42.03239,11.83124,25.0,75.0,,,,western_med
8875,0,Toscana Cala del Barbiere,,Italy,,Tuscany,42.80112,10.72814,1.0,200.0,amphorae,,,western_med
8876,0,Secche della Meloria,,Italy,,"Livorno, Tuscany",43.54776,10.22071,-275.0,-225.0,amphorae; Black-glazed pottery,,,western_med
8877,0,Alghero 1,,Italy,,Sardinia,40.55756,8.30944,-25.0,150.0,amphorae,,,western_med
8878,0,Caprara,,Italy,,Puglia,42.11267,15.49621,-100.0,50.0,"amphorae; Two piles of tiles still in stacked position. The tiles have a form typical of the Roman period, with the dimensions of approximately 40 cm x 30 cm, with a flat surface and raised edges on the longer two sides. The concretions which cover this material mean it is impossible to identify any stamps.",,,western_med
8879,0,Napoli A,,Italy,,Campania,40.84181,14.25544,75.0,100.0,,,,western_med
8880,0,Napoli B,,Italy,,Campania,40.84181,14.25544,180.0,220.0,,,,western_med
8881,0,Napoli C,,Italy,,Campania,40.84181,14.25544,1.0,100.0,,,,western_med
8882,0,Gallipoli (BA),,Italy,,"Bari, Puglia",0.0,0.0,-150.0,400.0,amphorae,,,western_med
8883,0,Punta Penne C,,Italy,,Brindisi,0.0,0.0,-150.0,400.0,,,,western_med
8885,0,Grado (2000),,Italy,Adriatic,Veneto,45.71666,13.33333,-300.0,-200.0,amphorae,,,adriatic
8886,0,Ecueil de Miet 3,,France,Western Mediterranean,Bouches-du Rhône,43.20284,5.34931,-575.0,-550.0,amphorae,,,western_med
8887,0,Bateguier/ Le Batiguier,97,France,Western Mediterranean,Alpes-Maritimes,0.0,0.0,900.0,1000.0,"amphorae; An extensive amount of pottery - ewers, water jugs, dishes etc. decorated with a great variety of designs, sometimes with Arabic graffiti. A very rare lamp with 7 openings. Millstones. Copper cauldrons. They seemed to have been transported in large earthenware jars without handles, decorated with digitated friezes.",,,western_med
8888,0,La Mauresque,,France,Western Mediterranean,Languedoc-Roussillon,0.0,0.0,-50.0,100.0,amphorae,,,western_med
8889,0,Anse de Montfort 1,,France,Western Mediterranean,Languedoc-Roussillon,43.14026,3.00132,-100.0,-1.0,amphorae,,,western_med
8890,0,Anse de Montfort 2,,France,Western Mediterranean,Languedoc-Roussillon,43.14026,3.00132,-50.0,100.0,amphorae,,,western_med
