wreck_id,strauss_id,name,parker_number,country,sea_area,region_db,latitude,longitude,date_start,date_end,cargo_types,provenance,destination,region
8350,0,Punta Secca B,968,,,,0.0,0.0,650.0,700.0,,,,western_med
8351,0,Punta Sottile A,969,,,,0.0,0.0,-300.0,-150.0,,,,western_med
8352,0,Punta Sottile B,970,,,,0.0,0.0,-150.0,-1.0,,,,western_med
8353,0,Punta Stilo,971,,,,0.0,0.0,-600.0,-300.0,,,,western_med
8354,0,Las Puntas,972,,,,0.0,0.0,70.0,96.0,,,,western_med
8355,0,Qawra,973,,,,0.0,0.0,200.0,275.0,,,,western_med
8356,0,Raf Raf,974,,,,0.0,0.0,-125.0,-100.0,,,,western_med
8357,0,Randello,975,Italy,,Sicily,0.0,0.0,300.0,325.0,amphorae,,,western_med
8358,0,Ras Achakkar,976,,,,0.0,0.0,-150.0,400.0,,,,western_med
8359,0,Ras El Basit,977,,,,0.0,0.0,250.0,350.0,,,,western_med
8360,0,Ratino 1,978,France,,Corsica,41.37316,9.24568,325.0,350.0,,,,western_med
8361,0,Ratonneau,979,,,,0.0,0.0,-200.0,-140.0,,,,western_med
8362,0,"Redona, Na",980,,,,0.0,0.0,1.0,100.0,,,,western_med
8363,0,Rhamnous,981,,,,0.0,0.0,,,,,,eastern_med
8365,0,Rhodos,983,,,,0.0,0.0,-550.0,-350.0,,,,eastern_med
8368,0,Riou A,986,,,,0.0,0.0,-200.0,-190.0,,,,western_med
8369,0,Riou B,987,,,,0.0,0.0,-120.0,-90.0,,,,western_med
8370,0,Risan,988,,,,0.0,0.0,,,,,,adriatic
8371,0,Rocca di San Nicola A,989,,,,0.0,0.0,1400.0,1500.0,,,,western_med
8372,0,Rocca di San Nicola B,990,,,,0.0,0.0,300.0,500.0,,,,western_med
8373,0,Rocca di San Nicola C,991,,,,0.0,0.0,300.0,500.0,,,,western_med
8374,0,La Roche Fouras,992,,,,0.0,0.0,-150.0,-100.0,,,,western_med
8375,0,Rochelongue,993,,,,0.0,0.0,-575.0,-525.0,,,,western_med
8376,0,Roches d'Aurelle,994,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,80.0,100.0,"amphorae; Tegulae and imbrices from Frejus, cf Bartelemy B and Dramont G wrecks.",,,western_med
8377,0,Les Roquetes,995,,,,0.0,0.0,1300.0,1600.0,,,,western_med
8378,0,Rovinj,996,,,,0.0,0.0,-50.0,100.0,,,,adriatic
8379,0,Sagunt,998,,,,0.0,0.0,-25.0,75.0,,,,western_med
8380,0,Saint George's Bay,999,,,,0.0,0.0,,,,,,western_med
8381,0,Saint Gervais A (1),1000,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,138.0,142.0,,,,western_med
8382,0,Saint Gervais B (2),1001,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,650.0,700.0,amphorae; Wheat - a layer of pitch spilt from the amphorae glued  this rich archaeological layer of organic material  in position in the back one third of the ship.,,,western_med
8383,0,Saint Gervais C,1002,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,149.0,154.0,"amphorae; 11 glass ungentaria, 10 of which were found in a basket; an ESA plate;",,,western_med
8384,0,Saint Gervais D,1003,,,,0.0,0.0,50.0,150.0,,,,western_med
8385,0,Saint Honorat,1004,France,West Mediterranean,,43.5,7.05,160.0,200.0,amphorae,,,western_med
8386,0,Saint Hospice,1005,,,,0.0,0.0,,,,,,western_med
8387,0,Saint Paul's Bay,1006,,,,0.0,0.0,-600.0,-100.0,,,,western_med
8389,0,Saint Tropez B,1009,,,,0.0,0.0,-25.0,75.0,,,,western_med
8390,0,Sainte Marguerite,1010,,,,0.0,0.0,-100.0,-50.0,,,,western_med
8391,0,Saintes-Maries-de-la-mer A,1011,,,Bouches-du-Rhône,0.0,0.0,-100.0,-25.0,,,,western_med
8392,0,Saintes-Maries-de-la-mer B,1012,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,-100.0,-1.0,,,,western_med
8393,0,Saintes-Maries-de-la-mer C,1013,,,Bouches-du-Rhône,0.0,0.0,100.0,200.0,,,,western_med
8394,0,Salakta,1014,Tunisia,,,0.0,0.0,200.0,225.0,marble; columns; marble:Architrave and pilaster parts.,,,western_med
8395,0,Salerno,1015,,,,0.0,0.0,,,,,,western_med
8397,0,Les Salines,1017,,,,0.0,0.0,70.0,80.0,,,,western_med
8398,0,Salou,1018,,,,0.0,0.0,50.0,200.0,,,,western_med
8399,0,San Bartolomeo,1019,,,,0.0,0.0,-100.0,-1.0,,,,western_med
8400,0,San Ferreol,1020,,,,0.0,0.0,-110.0,-80.0,,,,western_med
8401,0,San Nicola,1021,,,,0.0,0.0,1.0,100.0,,,,western_med
8403,0,San Vincenzo A,1023,,,,0.0,0.0,1250.0,1350.0,,,,western_med
8404,0,San Vincenzo B,1024,,,,0.0,0.0,-300.0,-100.0,,,,western_med
8405,0,San Vito,1025,,,,0.0,0.0,-400.0,400.0,,,,western_med
8407,0,Sancti Petri,1027,,,,0.0,0.0,50.0,100.0,,,,western_med
8408,0,Sant Antoni,1029,,,,0.0,0.0,1.0,50.0,,,,western_med
8409,0,Sant'Antioco A,1030,,,,0.0,0.0,275.0,300.0,,,,western_med
8410,0,Sant'Antioco B,1031,,,,0.0,0.0,-150.0,400.0,,,,western_med
8411,0,Santa Caterina di Nardo,1032,Italy,,Puglia,40.13633,17.95166,-175.0,-125.0,amphorae,,,western_med
8412,0,Santa Cesarea,1033,,,,0.0,0.0,,,,,,western_med
8414,0,Santa Severa,1035,,,,0.0,0.0,-50.0,-25.0,,,,western_med
8415,0,Santo Ianni,1036,,,,0.0,0.0,-300.0,200.0,,,,western_med
8418,0,Sardinia,1039,,,,0.0,0.0,-210.0,-190.0,,,,western_med
8419,0,Saturo A,1040,Italy,,Puglia,0.0,0.0,-200.0,-150.0,amphorae; marble; marble:Limestone blocks.; Campania A black-gloss pottery.,,,western_med
8420,0,Saturo B,1041,,,,0.0,0.0,-200.0,-150.0,,,,western_med
8421,0,Sausset,1042,,,,0.0,0.0,-600.0,-500.0,,,,western_med
8423,0,Savudrija,1044,,,,0.0,0.0,-140.0,20.0,,,,adriatic
8424,0,Sćedro A,1045,,,,0.0,0.0,300.0,400.0,,,,adriatic
8425,0,Sćedro B,1046,,,,0.0,0.0,-75.0,-25.0,,,,adriatic
8426,0,Sciacca,1047,,,,0.0,0.0,-150.0,400.0,,,,western_med
8427,0,Scialandro A,1048,,,,0.0,0.0,-150.0,-100.0,,,,western_med
8428,0,Scialandro B,1049,,,,0.0,0.0,1.0,300.0,,,,western_med
8429,0,Scoglietto,1050,,,,0.0,0.0,,,,,,western_med
8430,0,Scoglio Businco,1051,,,,0.0,0.0,-50.0,-1.0,,,,western_med
8431,0,Scoglio della Formica A,1052,,,,0.0,0.0,-200.0,-100.0,,,,western_med
8432,0,Scoglio della Formica B,1053,,,,0.0,0.0,800.0,1100.0,,,,western_med
8433,0,Scoglitti,1054,,,,0.0,0.0,-150.0,400.0,,,,western_med
8434,0,"Scole A, Le",1055,Italy,,Tuscany,0.0,0.0,365.0,380.0,,,,western_med
8435,0,"Scole B, Le",1056,,,,0.0,0.0,,,,,,western_med
8436,0,Scopello,1057,,,,0.0,0.0,-300.0,-1.0,,,,western_med
8437,0,El Sec,1058,,,,0.0,0.0,-360.0,-340.0,,,,western_med
8438,0,"Secanion, Le",1059,,,,0.0,0.0,-10.0,40.0,,,,western_med
8439,0,Secca dei Mattoni,1060,Italy,,Lazio,0.0,0.0,-100.0,-50.0,"amphorae; Ceramics mainly consist of cups of the Morel 2323 and 1222 type, Lamboglia 3 vases and ciboria (Morel 7450 and 7550 types), other forms such as the Lamboglia 5 (low bowls without handles) small Lamboglia 10 urns and two spindle-shaped ointment jars.",Apulia - Campania,Spain/ France?,western_med
8441,0,Secca del Mignone,1062,,,,0.0,0.0,1200.0,1300.0,,,,western_med
8442,0,Secca del Palo,1063,,,,0.0,0.0,-150.0,-25.0,,,,western_med
8443,0,Secca della Croce,1064,,,,0.0,0.0,1.0,100.0,,,,western_med
8444,0,Secca di Capistello,1065,Italy,,Sicily,0.0,0.0,-300.0,-280.0,amphorae,,,western_med
8446,0,Secche Di Ugento B,1067,,,,0.0,0.0,-150.0,-1.0,,,,western_med
8447,0,Secche Di Ugento C,1068,,,,0.0,0.0,600.0,700.0,,,,western_med
8448,0,Sedot Yam,1069,,,,0.0,0.0,400.0,600.0,,,,eastern_med
8449,0,Serçe Limani A,1070,Turkey,,Marmaris Peninsula,0.0,0.0,1025.0,1030.0,"Two tons of raw glass and one ton (between half a million and a million sherds) of broken glass (broken prior to loading on board and possibly stored in baskets as they were found in clumps) as well as 80 intact glass vessels were found. The number of vessels present may have been as high as 10-20,000., They include cups, plates, dishes, bowls, bottles, ewers, jugs, jars, lamps, cupping glasses, alembics and stemmed vessels, all of an Islamic origin.",Syria,,eastern_med
8453,0,Serçe Limani zone,1074,,,Marmaris Peninsula,0.0,0.0,975.0,1100.0,,,,eastern_med
8455,0,Sete,1076,,,,0.0,0.0,-50.0,-25.0,,,,western_med
8456,0,Shave Ziyyon,1078,,,,0.0,0.0,-425.0,-375.0,,,,eastern_med
8457,0,Sheytan Deresi,1079,,,,0.0,0.0,-1650.0,-1550.0,,,,eastern_med
8458,0,Sicilian Channel,1081,,,,0.0,0.0,-425.0,-375.0,,,,western_med
8461,0,Silba A,1084,,,,0.0,0.0,300.0,425.0,,,,adriatic
8463,0,Silba C,1086,,,,0.0,0.0,-150.0,400.0,,,,adriatic
8464,0,Silba D,1087,,,,0.0,0.0,1000.0,1500.0,,,,adriatic
8466,0,Sinuessa A,1089,,,,0.0,0.0,-300.0,-200.0,,,,western_med
8467,0,Sinuessa B,1090,,,,0.0,0.0,-50.0,-1.0,,,,western_med
8468,0,Siracusa A,1091,,,,0.0,0.0,-450.0,-430.0,,,,western_med
8469,0,Siracusa B,1092,,,,0.0,0.0,400.0,700.0,,,,western_med
8470,0,Siracusa C,1093,,,,0.0,0.0,400.0,700.0,,,,western_med
8471,0,Siracusa D,1094,,,,0.0,0.0,-150.0,400.0,,,,western_med
8472,0,Sithonia,1095,,,,0.0,0.0,-425.0,-400.0,,,,eastern_med
8473,0,Skarda A,1096,,,,0.0,0.0,-100.0,100.0,,,,adriatic
8474,0,Skarda B,1097,,,,0.0,0.0,-150.0,400.0,,,,adriatic
8475,0,Skoljic,1098,Croatia,Adriatic,Kvarner,44.63333,14.21666,50.0,150.0,amphorae,Northern Italy,,adriatic
8476,0,Skopelos,1099,,,,0.0,0.0,1175.0,1200.0,,,,eastern_med
8477,0,Sobra,1100,Croatia,Adriatic,off Mjlet Island,0.0,0.0,320.0,340.0,amphorae,,,adriatic
8478,0,Les Sorres A,1101,Spain,Western Mediterranean,Catalunia,0.0,0.0,-150.0,-75.0,,,,western_med
8479,0,Les Sorres B,1102,,,,0.0,0.0,-100.0,200.0,,,,western_med
8480,0,Les Sorres C,1103,Spain,Western Mediterranean,,0.0,0.0,25.0,100.0,,,,western_med
8481,0,Les Sorres D,1104,,,,0.0,0.0,-150.0,400.0,,,,western_med
8482,0,Les Sorres E,1105,,,,0.0,0.0,-150.0,400.0,,,,western_med
8483,0,Les Sorres F,1106,,,,0.0,0.0,-150.0,400.0,,,,western_med
8484,0,Sozopol,1107,,,,0.0,0.0,-500.0,-200.0,,,,black_sea
8486,0,Sporades A,1109,,,,0.0,0.0,-400.0,-200.0,,,,eastern_med
8487,0,Sporades B,1110,,,,0.0,0.0,1000.0,1200.0,,,,eastern_med
8488,0,Sporades C,1111,,,,0.0,0.0,1000.0,1200.0,,,,eastern_med
8489,0,Stanci-Celina,1112,,,,0.0,0.0,-100.0,-25.0,,,,adriatic
8491,0,Stori Stoni (Stari Stani),1114,Croatia,Adriatic,Hvar,0.0,0.0,-125.0,-75.0,amphorae,,,adriatic
8493,0,Sud-Camarat,1116,,,,0.0,0.0,1.0,300.0,,,,western_med
8494,0,Sud-Lavezzi A (1),1117,France,Western Mediterranean,Corsica,0.0,0.0,375.0,425.0,,,,western_med
8495,0,Sud-Lavezzi B (2),1118,France,Western Mediterranean,Corsica,0.0,0.0,22.0,25.0,"amphorae; 95  lead ingots arranged in 11 rows all bearing the the mould-mark MINVCIORVM and the counter stamp AP.IVN and ZETH and graffiti indicating their weight (51-54kg). 237 circular copper ingots were stacked in piles fore and aft of the lead (20kg), bearing 20 different inscriptions, but most commonly Q. C. ANTO.19 pieces of  Arretine pottery from 8 different objects - 1 small cup stamped with CERES[IM] / P CORNE , Chresimus was one of 30 slaves known to have belonged to P. Cornelius of Arezzo. Other small fragments of fineware and some coarseware.",Baetica,,western_med
8496,0,Sud-Lavezzi C (3),1119,France,Western Mediterranean,Corsica,0.0,0.0,15.0,25.0,amphorae,"Llobregat, Spain",,western_med
8497,0,Sud-Perduto A,1120,France,Western Mediterranean,Corsica,41.36836,9.30584,-25.0,25.0,amphorae,Baetica,,western_med
8498,0,Sud-Perduto B,1121,,,,0.0,0.0,1.0,15.0,,,,western_med
8499,0,Sulcis,1122,,,,0.0,0.0,-150.0,400.0,,,,western_med
8500,0,Susak,1123,,,,0.0,0.0,-150.0,400.0,,,,adriatic
8501,0,Sveti Andrija (Svetac island),1124,Croatia,Adriatic,central Dalmatia,43.01666,15.75,1.0,100.0,amphorae,,,adriatic
8502,0,Syria,1125,,,,0.0,0.0,800.0,900.0,,,,eastern_med
8503,0,Tagomago,1127,,,,0.0,0.0,-500.0,-450.0,,,,western_med
8504,0,Tainaron,1128,,,,0.0,0.0,1200.0,1300.0,,,,eastern_med
8505,0,Tanger A,1129,,,,0.0,0.0,-200.0,-100.0,,,,western_med
8506,0,Tanger B,1130,,,,0.0,0.0,1.0,100.0,,,,western_med
8507,0,Taranto A,1131,,,,0.0,0.0,400.0,650.0,,,,western_med
8508,0,Taranto B,1132,,,,0.0,0.0,-300.0,-150.0,,,,western_med
8510,0,Taravo,1134,,,,0.0,0.0,-150.0,-25.0,,,,western_med
8511,0,Tarragona,1135,,,,0.0,0.0,-300.0,-1.0,,,,western_med
8512,0,Tartus,1136,,,,0.0,0.0,1000.0,1200.0,,,,eastern_med
8513,0,Tcerny Nos,1137,,,,0.0,0.0,375.0,500.0,,,,black_sea
8514,0,Tekmezar Burnu roof tiles,1138,,,,0.0,0.0,1200.0,1300.0,,,,eastern_med
8515,0,Tenedos,1139,,,,0.0,0.0,1000.0,1100.0,,,,eastern_med
8516,0,Terracina,1140,,,,0.0,0.0,-150.0,-1.0,,,,western_med
8517,0,Terrasini A,1141,,,,0.0,0.0,25.0,50.0,,,,western_med
8518,0,Terrasini B,1142,,,,0.0,0.0,-310.0,-260.0,,,,western_med
8520,0,Teulada,1144,,,,0.0,0.0,-600.0,-300.0,,,,western_med
8521,0,Thalassinies Spilies,1145,,,,0.0,0.0,500.0,700.0,,,,eastern_med
8522,0,Thasos A,1146,,,,0.0,0.0,400.0,600.0,,,,eastern_med
8524,0,Tiboulen de Maire 1,1148,France,Western Mediterranean,Bouches-du-Rhône,43.22105,5.32699,130.0,150.0,amphorae,Baetica - Tarraconensis - Gaul,Rome?,western_med
8525,0,Le Titan,1149,,,,0.0,0.0,-50.0,-45.0,,,,western_med
8526,0,El Toro,1150,,,,0.0,0.0,1.0,50.0,,,,western_med
8527,0,Torre Castellucia A,1151,,,,0.0,0.0,200.0,300.0,,,,western_med
8528,0,Torre Castellucia B,1152,,,,0.0,0.0,200.0,300.0,,,,western_med
8530,0,Torre dell'Orso,1154,,,,0.0,0.0,200.0,400.0,,,,western_med
8531,0,Torre dell'Ovo,1155,,,,0.0,0.0,-425.0,-375.0,,,,western_med
8532,0,Torre Derribada,1156,,,,0.0,0.0,-200.0,-100.0,,,,western_med
8533,0,Torre Flavia A,1157,,,,0.0,0.0,-150.0,400.0,,,,western_med
8534,0,Torre Guaceto,1159,Italy,,Puglia,0.0,0.0,-100.0,-1.0,amphorae,,,western_med
8535,0,Torre La Sal,1160,,,,0.0,0.0,-130.0,-110.0,,,,western_med
8536,0,Torre San Gennaro,1161,,,,0.0,0.0,1100.0,1200.0,,,,western_med
8537,0,Torre Santa Sabina 1,1162,Italy,,Brindisi,40.75993,17.70652,-25.0,25.0,,,,western_med
8539,0,Torre Testa,1164,,,,0.0,0.0,,,,,,western_med
8540,0,Torre Valdaliga,1165,,,,0.0,0.0,1.0,20.0,,,,western_med
8541,0,Toulon A,1166,,,,0.0,0.0,1.0,100.0,,,,western_med
8542,0,Toulon B,1167,,,,0.0,0.0,1.0,100.0,,,,western_med
8543,0,Tour d'Agnello 1,1168,France,Western Mediterranean,Corsica,43.01325,9.42545,-300.0,-275.0,amphorae,,,western_med
8544,0,Tour du Castellas 1,1169,France,Western Mediterranean,Languedoc-Roussillon,43.33053,3.61656,-325.0,-275.0,amphorae; A bronze Etruscan tripod dated to the beginning of the C5th BC.,,,western_med
8545,0,La Tour Fondue,1170,France,Western Mediterranean,Var,43.02471,6.15963,-250.0,-200.0,amphorae; Massiliot ceramics - cups and millstones.,Marseilles,,western_med
8546,0,Tour Sainte Marie A,1171,,,,0.0,0.0,30.0,55.0,,,,western_med
8547,0,Tour Sainte Marie B,1172,,,,0.0,0.0,-200.0,-100.0,,,,western_med
8549,0,Trapani,1175,,,,0.0,0.0,200.0,300.0,,,,western_med
8550,0,Tre Senghe,1176,Italy,,Puglia (Isole Tremiti),42.10267,15.47767,-30.0,-20.0,amphorae,,,western_med
8551,0,Triscina A,1177,,,,0.0,0.0,-200.0,-150.0,,,,western_med
8552,0,Triscina B,1178,,,,0.0,0.0,-150.0,-130.0,,,,western_med
8553,0,Triscina C,1179,,,,0.0,0.0,400.0,500.0,,,,western_med
8554,0,Triscina D,1180,,,,0.0,0.0,25.0,125.0,,,,western_med
8555,0,Tsikhisdziri,1181,,,,0.0,0.0,-500.0,-1.0,,,,black_sea
8556,0,Sa Tuna,1182,,,,0.0,0.0,100.0,200.0,,,,western_med
8557,0,Turkey,1183,,,,0.0,0.0,200.0,300.0,,,,eastern_med
8558,0,Tyre A,1184,,,,0.0,0.0,-400.0,-200.0,,,,eastern_med
8561,0,Tyre D,1187,,,,0.0,0.0,-400.0,-300.0,,,,eastern_med
8564,0,Tyre G,1190,,,,0.0,0.0,-500.0,-400.0,,,,eastern_med
8565,0,Tyre H,1191,,,,0.0,0.0,500.0,1500.0,,,,eastern_med
8566,0,Los Ullastres,1192,Spain,Western Mediterranean,N of Barcelona,0.0,0.0,-50.0,25.0,amphorae,,,western_med
8567,0,Ulu Burun,1193,Turkey,,Kaş,36.13086,29.6878,-1350.0,-1300.0,"amphorae; Ten tons of Cypriot copper ingots (354 oxhide ingots and 121 smaller bun- and pillow-shaped ingots). Nearly a ton of tin ingots. Raw ivory (elephant tusk and hippo teeth!) and ivory carvings, a gold goblet, ebony, glass ingots and an assortment of gold jewellery. Huge amount of organic material including fruits, nuts, spices and other plants  . Bronze tools and weapons Cypriot pottery",Syria/Palestine via Ugarit,a palace in the Aegean?,eastern_med
8568,0,Ulu Burun area,1194,,,,0.0,0.0,900.0,1200.0,,,,eastern_med
8569,0,Ustica A,1195,,,,0.0,0.0,-100.0,-1.0,,,,western_med
8570,0,Ustica B,1196,,,,0.0,0.0,-350.0,-250.0,,,,western_med
8571,0,Vachetta A,1197,,,,0.0,0.0,1.0,75.0,,,,western_med
8572,0,Vachetta B,1198,,,,0.0,0.0,320.0,340.0,,,,western_med
8573,0,Vada A,1199,,,,0.0,0.0,-125.0,-75.0,,,,western_med
8574,0,Vada B,1200,,,,0.0,0.0,-200.0,-150.0,,,,western_med
8575,0,Vada C,1201,,,,0.0,0.0,1.0,100.0,,,,western_med
8576,0,Vada D,1202,,,,0.0,0.0,1.0,100.0,,,,western_med
8577,0,Valencia,1203,,,,0.0,0.0,-150.0,400.0,,,,western_med
8578,0,Valle Isola A,1204,,,,0.0,0.0,1.0,300.0,,,,western_med
8579,0,Valle Isola B,1205,,,,0.0,0.0,1.0,300.0,,,,western_med
8581,0,Varazze,1207,,,,0.0,0.0,-100.0,-50.0,,,,western_med
8582,0,Varna,1208,,,,0.0,0.0,300.0,500.0,,,,black_sea
8583,0,Varvara,1209,,,,0.0,0.0,-600.0,-400.0,,,,black_sea
8584,0,Vendicari,1211,,,,0.0,0.0,375.0,625.0,amphorae,,,western_med
8585,0,Ventotene A,1212,,,,0.0,0.0,-325.0,-275.0,,,,western_med
8586,0,Ventotene B,1213,,,,0.0,0.0,-75.0,-25.0,,,,western_med
8587,0,Vieste,1215,,,,0.0,0.0,1000.0,1500.0,,,,western_med
8589,0,Vignale,1217,,,,0.0,0.0,307.0,310.0,,,,western_med
8590,0,Villefranche,1218,,,,0.0,0.0,-175.0,-150.0,,,,western_med
8591,0,Villepey,1219,,,,0.0,0.0,110.0,160.0,,,,western_med
8592,0,Vis A,1220,,,,0.0,0.0,-125.0,-75.0,,,,adriatic
8593,0,Vis B,1221,,,,0.0,0.0,-150.0,-25.0,,,,adriatic
8594,0,Vis C,1222,,,,0.0,0.0,-175.0,-125.0,,,,adriatic
8595,0,Vis D,1223,,,,0.0,0.0,-300.0,-100.0,,,,adriatic
8596,0,Vis E,1224,,,,0.0,0.0,400.0,600.0,,,,adriatic
8597,0,Vis F,1225,,,,0.0,0.0,-150.0,400.0,,,,adriatic
8598,0,Vis G,1226,,,,0.0,0.0,-150.0,400.0,,,,adriatic
8599,0,Voula A,1227,,,,0.0,0.0,-350.0,-325.0,,,,eastern_med
8600,0,Voula B,1228,,,,0.0,0.0,-400.0,-350.0,,,,eastern_med
8601,0,Vulcano,1229,,,,0.0,0.0,-100.0,-80.0,,,,western_med
8604,0,Xlendi A,1234,,,,0.0,0.0,-150.0,-75.0,,,,western_med
8605,0,Xlendi B,1235,,,,0.0,0.0,1.0,100.0,,,,western_med
8606,0,Xlendi C,1236,,,,0.0,0.0,350.0,450.0,,,,western_med
8607,0,Xlendi D,1237,,,,0.0,0.0,,,,,,western_med
8609,0,Yassi Ada A,1239,Turkey,Aegean,between Turkish mainland and Kos,36.99166,27.19583,625.0,630.0,amphorae,,,eastern_med
8610,0,Yassi Ada B,1240,Turkey,,between Turkish mainland and Kos,36.99166,27.19583,375.0,435.0,amphorae,Aegean,,eastern_med
8611,0,Zakynthos A,1243,,,,0.0,0.0,-550.0,-450.0,,,,eastern_med
8612,0,Zakynthos B,1244,,,,0.0,0.0,400.0,700.0,,,,eastern_med
8613,0,Zanca,1245,,,,0.0,0.0,1.0,100.0,,,,western_med
8614,0,Zapuntel,1246,,,,0.0,0.0,1000.0,1500.0,,,,adriatic
8615,0,Zatoane,1247,,,,0.0,0.0,-150.0,400.0,,,,adriatic
8616,0,Zaton A,1248,,,,0.0,0.0,75.0,100.0,,,,adriatic
8617,0,Zaton B,1249,,,,0.0,0.0,75.0,100.0,,,,adriatic
8618,0,Zdrijac,1250,,,,0.0,0.0,800.0,1000.0,,,,adriatic
8619,0,Zembretta,1251,,,,0.0,0.0,,,,,,western_med
8620,0,Zirje,1252,,,,0.0,0.0,250.0,450.0,,,,adriatic
8621,0,Zut,1253,,,,0.0,0.0,-150.0,-25.0,,,,adriatic
8622,0,Arles IV,,France,Western Mediterranean,Bouches-du-Rhône,42.89501,4.62524,25.0,40.0,amphorae; Pottery and copper ingots.,Baetica,,western_med
8623,0,Cavaliere (medieval),,,,,0.0,0.0,1479.0,1500.0,,,,western_med
8624,0,Culip II,,,,,0.0,0.0,-150.0,400.0,,,,western_med
8625,0,Culip VII,,,,,0.0,0.0,-150.0,400.0,,,,western_med
8626,0,Roquetas del Mar,,,,,0.0,0.0,1.0,200.0,,,,western_med
8627,0,Las Encombreras,,,,,0.0,0.0,25.0,75.0,,,,western_med
8628,0,Mahon,,,,,0.0,0.0,1.0,200.0,,,,western_med
8629,0,Arles VIII,,,,,0.0,0.0,-30.0,14.0,,,,western_med
8630,0,Cala Piomba,,Italy,,Sardinia,38.89416,8.60263,30.0,40.0,amphorae; Two lead ingots of trapezoidal shape,,,western_med
8631,0,Cabo de Gata,,,,,0.0,0.0,50.0,75.0,,,,western_med
8632,0,Saintes-Maries-de-la-Mer 2,,France,Western Mediterranean,Bouches-du-Rhône,43.43817,4.37599,1.0,25.0,"amphorae; Iron ingots and 146 bars some of which are very well preserved with stamps EROTIS and LEPIDI, plus symbols of anchors and other unidentifiable oval shapes. Some measure as long as 123cm and weigh 6.5kg. The total number may have been as high as 3000 to 4000.",Baetica - Narbonne,,western_med
8633,0,Esteu dou Mieu 2,,France,Western Mediterranean,,0.0,0.0,69.0,96.0,,,,western_med
8634,0,Le Grand Ribaud B,,France,Western Mediterranean,Var,43.01869,6.14513,69.0,96.0,,,,western_med
8635,0,Anse de Montfort,,France,,Languedoc-Roussillon,43.14026,3.00132,-50.0,25.0,amphora_type:Pascual 1,,,western_med
8636,0,Mounine 2,,,,,0.0,0.0,-50.0,25.0,amphora_type:Pascual 1,,,western_med
8637,0,Els Reis,,,,,0.0,0.0,-50.0,25.0,amphora_type:Pascual 1,,,western_med
8638,0,Cala Bona I,,,,,0.0,0.0,-80.0,-30.0,amphora_type:Laetanian I,,,western_med
8639,0,Cala n'Carbo,,Minorca,,,0.0,0.0,-25.0,25.0,"amphora_type:Pascual 1, Dr 2-4",,,western_med
8640,0,Callela I,,,,,0.0,0.0,-25.0,175.0,amphora_type:Dr. 2-4 Tarraconensis,,,western_med
8641,0,La Giraglia,,France,Western Mediterranean,Corsica,43.02381,9.4024,15.0,25.0,"amphorae; Six fragments of Aretine ware, one with a stampTHALI. Four fragments of blue-green glass from 2 plates and 2 cups.; amphora_type:Dr. 2-4 Tarraconensis",Tarraconensis,Rome,western_med
8642,0,Calaminnola,,Italy,,"Egadi Islands, Sicily",0.0,0.0,-300.0,-200.0,amphorae; amphora_type:Dr. 2-4 Tarraconensis; Dr. 7-11; Haltern 70,,,western_med
8644,0,Albenga II,,Italy,Tyrrhenian Sea,Liguria,44.04255,8.22876,-100.0,-1.0,amphorae,,,western_med
8645,0,Les Sorres VIII,,Spain,Western Mediterranean,Catalonia,0.0,0.0,-400.0,-200.0,amphorae,,,western_med
8646,0,Pisa A,,Italy,,Tuscany,43.72388,10.38813,175.0,225.0,amphorae,"Adriatic via Africa, Spain, France",Pisa,western_med
8647,0,Pisa B,,Italy,,Tuscany,43.72388,10.38813,-12.0,15.0,amphorae,,,western_med
8648,0,Pisa C,,Italy,,Tuscany,43.72388,10.38813,-50.0,-1.0,,,,western_med
8649,0,Pisa D,,Italy,,Tuscany,43.72388,10.38813,400.0,600.0,,,,western_med
8650,0,Pisa E,,Italy,,Tuscany,43.72388,10.38813,-30.0,-1.0,amphorae,Tarraconensis,,western_med
8651,0,Pisa F,,Italy,,Tuscany,43.72388,10.38813,100.0,150.0,,,,western_med
8652,0,Pisa P,,Italy,,Tuscany,43.72388,10.38813,-30.0,30.0,,,,western_med
8653,0,Pisa G,,Italy,,Tuscany,43.72388,10.38813,-150.0,400.0,,,,western_med
8654,0,Pisa H,,Italy,,Tuscany,43.72388,10.38813,-150.0,400.0,,,,western_med
8655,0,Pisa I,,Italy,,Tuscany,43.72388,10.38813,300.0,400.0,amphorae,,,western_med
8656,0,Marsa -El-Brega Byzantine,,Libya,,Gulf of Sirte,0.0,0.0,500.0,600.0,"amphorae; Fineware - Hayes Late Roman C, Form 3, Type H - cooking pots and a sherd of African redslip ware",Northeast Mediterranean,,western_med
8657,0,Point Iria,,Greece,,Argolid,37.45727,23.00468,-1250.0,-1200.0,"amphorae; 25 pieces of Mycenaean and Cypriot pottery, and Cretan transport jars. ""Cypriot pithoi and LH/LM IIIB 2 pithoid jars) and medium size ones (Cretan stirrup-jars, Cypriot jugs and an amphora with incised linear signs).""  ""a few decorated Mycenaean vases in fine ware (a deep bowl krater and one or two deep bowls)""",Southern Cyprus,,eastern_med
